model,region,color,fuel_type,transmission,engine_size_l,mileage_km,price_usd,sales_volume,sales_classification,age_car
X5,Asia,blue,Petrol,Manual,3.8,154948.0,67811.0,9747,High,4
M5,South America,white,Diesel,Manual,2.2,185742.0,36938.0,7865,High,3
X3,Africa,silver,Diesel,Automatic,3.0,4467.0,81654.0,8413,High,5
5 Series,Asia,grey,Electric,Manual,4.4,10814.0,71689.0,7583,High,2
X5,South America,grey,Electric,Manual,2.0,172449.0,46528.0,8770,High,10
3 Series,North America,black,Electric,Automatic,2.0,92764.0,42208.0,6151,Low,8
i8,Africa,blue,Diesel,Manual,2.3,10325.0,59716.0,9345,High,2
5 Series,Asia,black,Petrol,Automatic,3.4,89615.0,109332.0,2449,Low,10
i8,Asia,blue,Hybrid,Automatic,2.4,155718.0,78280.0,4009,Low,2
7 Series,Africa,grey,Hybrid,Manual,3.3,38080.0,119752.0,5674,Low,2
3 Series,Europe,grey,Petrol,Manual,2.6,3378.0,107469.0,2765,Low,14
5 Series,South America,silver,Hybrid,Manual,3.3,64518.0,38827.0,283,Low,4
M3,South America,red,Electric,Automatic,2.5,174825.0,90854.0,1305,Low,8
M3,North America,grey,Petrol,Manual,4.9,155605.0,60127.0,7127,High,7
i8,North America,silver,Electric,Manual,3.2,69895.0,50909.0,6658,Low,2
M3,Asia,red,Hybrid,Manual,4.1,,64767.0,8242,High,8
X6,Middle East,blue,Hybrid,Manual,4.0,118016.0,72203.0,1399,Low,4
7 Series,Africa,red,Electric,Manual,3.2,194518.0,34442.0,1879,Low,1
X3,Europe,white,Diesel,Automatic,2.3,129695.0,31858.0,1024,Low,2
M3,North America,silver,Hybrid,Automatic,3.3,77912.0,85747.0,4479,Low,0
3 Series,South America,red,Petrol,Manual,3.9,14459.0,109199.0,7759,High,11
7 Series,North America,black,Electric,Automatic,3.1,191404.0,30910.0,9589,High,7
M5,Africa,blue,Diesel,Automatic,1.8,63367.0,76462.0,411,Low,0
X3,Asia,silver,Electric,Manual,1.6,48502.0,87476.0,8003,High,10
5 Series,Middle East,blue,Electric,Manual,2.6,146935.0,31769.0,6547,Low,5
5 Series,Middle East,red,Electric,Manual,2.0,73534.0,84098.0,5110,Low,6
5 Series,North America,silver,Electric,Manual,4.7,186211.0,34626.0,7223,High,3
3 Series,Europe,red,Hybrid,Automatic,2.1,63780.0,58590.0,1168,Low,3
X3,South America,grey,Petrol,Manual,2.9,111063.0,63334.0,3707,Low,5
i8,Africa,silver,Petrol,Automatic,4.0,115433.0,35430.0,2899,Low,10
X5,Africa,blue,Diesel,Manual,4.4,,101736.0,9220,High,14
M3,Asia,white,Electric,Automatic,3.2,47208.0,48372.0,9908,High,3
M3,Middle East,silver,Electric,Automatic,2.1,154426.0,96398.0,678,Low,6
X6,North America,red,Hybrid,Manual,2.4,110279.0,92026.0,9461,High,3
7 Series,North America,silver,Hybrid,Manual,3.0,178426.0,108037.0,923,Low,10
X6,Middle East,white,Hybrid,Automatic,2.8,53889.0,40408.0,2098,Low,9
X1,Europe,silver,Electric,Automatic,2.7,118879.0,36133.0,3825,Low,11
5 Series,Middle East,blue,Hybrid,Manual,2.0,71711.0,42301.0,2324,Low,9
X5,Asia,silver,Electric,Automatic,4.7,78831.0,80053.0,8897,High,3
X1,North America,blue,Diesel,Manual,1.6,95697.0,114726.0,956,Low,7
i8,South America,grey,Diesel,Manual,3.0,160617.0,84303.0,4459,Low,12
X1,Asia,white,Petrol,Automatic,4.9,171889.0,117084.0,2493,Low,10
X5,Asia,grey,Electric,Manual,3.8,102882.0,88402.0,8301,High,13
M5,Europe,red,Petrol,Manual,,189019.0,69301.0,5009,Low,1
i3,South America,grey,Petrol,Automatic,2.0,68051.0,73237.0,7134,High,13
X5,Africa,silver,Diesel,Manual,4.9,105365.0,69460.0,7409,High,2
i8,South America,black,Petrol,Automatic,1.5,8832.0,96159.0,1447,Low,8
X3,North America,silver,Petrol,Automatic,3.9,82345.0,83509.0,4563,Low,5
X5,North America,white,Hybrid,Automatic,4.6,61383.0,60608.0,7391,High,2
7 Series,Africa,black,Hybrid,Manual,1.6,40583.0,50736.0,3187,Low,5
i3,North America,blue,Diesel,Manual,4.0,13267.0,111230.0,1359,Low,1
i3,South America,silver,Hybrid,Manual,5.0,,100781.0,9546,High,4
5 Series,North America,grey,Hybrid,Manual,3.7,133098.0,116502.0,7661,High,5
X1,North America,blue,Diesel,Automatic,3.0,79535.0,95058.0,7335,High,9
M3,North America,white,Hybrid,Automatic,4.6,83413.0,98919.0,5691,Low,11
5 Series,North America,silver,Diesel,Manual,3.4,28022.0,67010.0,610,Low,10
X1,Africa,grey,Diesel,Manual,4.1,,98024.0,862,Low,14
5 Series,South America,red,Diesel,Automatic,3.6,33952.0,67273.0,5052,Low,8
M3,Asia,grey,Diesel,Automatic,,109144.0,100962.0,7680,High,7
5 Series,Europe,black,Hybrid,Manual,2.2,136365.0,112870.0,9497,High,6
i3,Africa,grey,Petrol,Automatic,1.8,47351.0,108455.0,6332,Low,7
i8,Asia,red,Electric,Automatic,1.9,160504.0,38889.0,9545,High,10
X6,South America,grey,Hybrid,Manual,1.6,166563.0,31723.0,4793,Low,12
M5,Asia,red,Electric,Automatic,3.0,167111.0,103330.0,7030,High,5
7 Series,Europe,silver,Petrol,Automatic,2.1,40541.0,86128.0,3535,Low,4
X5,Europe,white,Diesel,Manual,4.5,,103652.0,4089,Low,6
X5,North America,black,Electric,Manual,4.1,111143.0,59115.0,1031,Low,0
X6,North America,blue,Electric,Manual,3.5,7886.0,49745.0,1342,Low,9
M3,Africa,grey,Hybrid,Automatic,3.2,175130.0,61653.0,7714,High,0
5 Series,Africa,red,Diesel,Automatic,2.4,146673.0,94632.0,9235,High,10
M3,South America,silver,Diesel,Automatic,3.2,69705.0,89276.0,8064,High,2
M3,Africa,grey,Petrol,Automatic,3.7,142743.0,116400.0,1635,Low,12
i8,North America,black,Diesel,Manual,4.2,117790.0,113278.0,4019,Low,9
X3,Asia,blue,Hybrid,Manual,1.8,123154.0,102568.0,6499,Low,12
i8,Asia,black,Diesel,Manual,4.0,25399.0,60081.0,8990,High,5
X6,Europe,silver,Electric,Manual,4.1,121086.0,90230.0,7556,High,3
M5,Middle East,blue,Petrol,Automatic,3.5,40256.0,106461.0,4194,Low,9
X6,Middle East,grey,Hybrid,Automatic,2.3,79233.0,50889.0,8120,High,11
i3,Asia,silver,Petrol,Automatic,,113190.0,50376.0,4688,Low,0
M3,South America,silver,Hybrid,Automatic,3.3,22411.0,32825.0,5209,Low,13
7 Series,Asia,blue,Diesel,Automatic,3.2,60317.0,111993.0,928,Low,7
M3,Africa,red,Petrol,Automatic,3.1,193447.0,38777.0,9819,High,11
X5,Africa,silver,Petrol,Automatic,1.9,14988.0,87893.0,4414,Low,6
i3,Asia,blue,Petrol,Manual,2.1,109528.0,112651.0,2709,Low,8
X6,South America,black,Diesel,Automatic,1.8,160992.0,100237.0,7392,High,3
M5,South America,white,Electric,Automatic,2.3,183640.0,77087.0,9545,High,13
X5,Middle East,silver,Hybrid,Automatic,2.4,162577.0,72291.0,6502,Low,11
X3,Africa,black,Electric,Automatic,2.4,112711.0,65738.0,3961,Low,10
X6,Asia,silver,Diesel,Automatic,2.2,112565.0,92535.0,875,Low,12
X5,Europe,silver,Electric,Automatic,4.1,125877.0,117880.0,9051,High,6
X3,South America,grey,Hybrid,Automatic,4.4,153298.0,79737.0,967,Low,2
3 Series,North America,red,Diesel,Manual,2.6,50644.0,106785.0,6437,Low,10
7 Series,South America,blue,Petrol,Manual,2.6,34091.0,86340.0,7247,High,13
M5,Middle East,white,Petrol,Automatic,4.5,28481.0,89183.0,3511,Low,4
X5,Asia,red,Petrol,Manual,3.7,127796.0,30222.0,1226,Low,12
M5,Africa,grey,Electric,Automatic,2.5,97262.0,57073.0,6833,Low,1
5 Series,Middle East,black,Petrol,Manual,4.0,14271.0,113385.0,1704,Low,0
M3,Middle East,blue,Diesel,Manual,2.7,193083.0,68930.0,2089,Low,6
3 Series,South America,silver,Electric,Automatic,3.6,49354.0,66432.0,3908,Low,8
M3,North America,black,Petrol,Automatic,5.0,166488.0,102604.0,1557,Low,13
M5,Europe,blue,Electric,Automatic,2.6,122496.0,45747.0,2591,Low,6
X1,Africa,white,Hybrid,Automatic,4.8,92640.0,,8832,High,1
M5,Middle East,black,Petrol,Manual,2.6,116840.0,41282.0,7230,High,11
X6,South America,red,Electric,Manual,,3674.0,115121.0,6044,Low,2
5 Series,Middle East,white,Hybrid,Manual,3.1,13972.0,111553.0,7914,High,6
X1,North America,black,Petrol,Manual,4.2,58061.0,59169.0,9217,High,0
X1,North America,white,Diesel,Automatic,1.7,36662.0,105034.0,9051,High,2
3 Series,North America,grey,Electric,Automatic,3.7,37871.0,96046.0,9249,High,13
5 Series,Europe,grey,Electric,Manual,4.2,8066.0,115218.0,3400,Low,0
i8,Asia,black,Diesel,Manual,3.2,86120.0,85822.0,4737,Low,3
M3,North America,grey,Petrol,Manual,1.9,111166.0,,4507,Low,5
i8,Europe,blue,Diesel,Manual,2.4,55836.0,98415.0,434,Low,3
3 Series,Asia,red,Diesel,Manual,3.9,16656.0,75048.0,8101,High,11
M3,Asia,white,Diesel,Manual,4.6,48825.0,62558.0,5408,Low,10
i8,South America,silver,Diesel,Automatic,3.0,189552.0,102781.0,6104,Low,13
M3,South America,grey,Hybrid,Manual,3.5,77035.0,84656.0,3679,Low,5
M3,South America,blue,Hybrid,Automatic,2.3,24941.0,92114.0,5823,Low,14
X5,Africa,silver,Electric,Automatic,2.9,112597.0,75016.0,8076,High,8
5 Series,North America,red,Petrol,Automatic,2.7,37325.0,80797.0,2810,Low,5
3 Series,Middle East,silver,Hybrid,Manual,3.8,176495.0,35471.0,2743,Low,14
i8,South America,black,Hybrid,Automatic,4.9,128440.0,117371.0,3301,Low,4
M3,Africa,grey,Hybrid,Automatic,4.3,34376.0,113836.0,505,Low,4
i8,Europe,black,Petrol,Manual,2.2,185153.0,62165.0,9639,High,7
i8,Middle East,white,Hybrid,Manual,3.5,126692.0,84492.0,4321,Low,12
i8,Africa,blue,Hybrid,Automatic,1.7,,97347.0,3818,Low,1
X5,South America,black,Diesel,Automatic,2.4,162193.0,64161.0,3845,Low,5
5 Series,Europe,white,Electric,Automatic,2.1,15274.0,52120.0,2841,Low,9
M5,South America,red,Electric,Manual,2.7,171432.0,96863.0,9576,High,8
5 Series,Europe,black,Hybrid,Manual,3.9,67976.0,58354.0,2837,Low,5
3 Series,South America,silver,Petrol,Automatic,3.2,9323.0,61020.0,4772,Low,14
X1,Africa,silver,Petrol,Manual,4.8,68034.0,44570.0,7457,High,1
X1,Africa,silver,Hybrid,Automatic,2.2,42615.0,37985.0,6429,Low,9
X1,Middle East,silver,Petrol,Manual,2.8,,31866.0,7761,High,8
5 Series,Asia,grey,Petrol,Manual,2.7,189149.0,101773.0,9607,High,9
X5,North America,grey,Petrol,Automatic,2.3,158948.0,76492.0,5315,Low,11
X1,Africa,silver,Hybrid,Manual,5.0,190807.0,74999.0,463,Low,14
M5,Asia,red,Diesel,Manual,2.9,67215.0,94201.0,4213,Low,4
X1,North America,silver,Diesel,Manual,,16381.0,109339.0,8275,High,6
X3,Middle East,black,Petrol,Manual,2.9,48733.0,74601.0,4248,Low,11
i3,North America,blue,Diesel,Automatic,2.2,42070.0,34699.0,2454,Low,8
5 Series,North America,red,Electric,Manual,1.9,116385.0,55802.0,6480,Low,8
M3,North America,white,Petrol,Manual,,137201.0,71001.0,3594,Low,13
M3,Asia,white,Hybrid,Automatic,1.6,3684.0,77163.0,6360,Low,14
5 Series,Asia,blue,Hybrid,Automatic,4.9,145659.0,116774.0,1820,Low,7
M3,Africa,black,Petrol,Automatic,3.0,196330.0,85359.0,1512,Low,7
M5,Europe,blue,Diesel,Manual,2.4,151647.0,67751.0,3821,Low,8
X6,Africa,grey,Petrol,Automatic,3.7,114522.0,42605.0,6284,Low,1
7 Series,Asia,black,Hybrid,Manual,2.0,115906.0,59776.0,6312,Low,0
X6,Europe,white,Diesel,Manual,1.8,143166.0,,7614,High,0
5 Series,Asia,silver,Electric,Automatic,4.4,63351.0,81063.0,3090,Low,0
X1,South America,red,Diesel,Manual,3.0,111937.0,60115.0,2029,Low,0
7 Series,South America,black,Petrol,Manual,,77900.0,33228.0,8808,High,7
X5,South America,black,Hybrid,Manual,2.1,88197.0,93367.0,7833,High,12
M5,Middle East,white,Electric,Manual,1.7,181325.0,87126.0,7933,High,4
i3,Asia,blue,Hybrid,Automatic,2.8,155528.0,38519.0,6868,Low,13
X1,South America,white,Petrol,Manual,3.3,3633.0,30081.0,2625,Low,8
M5,Europe,white,Diesel,Manual,4.2,112482.0,106943.0,7411,High,7
X3,Middle East,black,Diesel,Manual,3.3,155115.0,90327.0,6776,Low,14
7 Series,Middle East,white,Petrol,Automatic,4.2,155199.0,116669.0,6904,Low,3
X5,Europe,white,Hybrid,Automatic,1.9,168882.0,88642.0,2146,Low,5
i3,North America,black,Hybrid,Manual,1.7,70605.0,81910.0,3847,Low,6
M3,North America,white,Petrol,Manual,2.1,70599.0,93846.0,3952,Low,0
i8,Asia,black,Diesel,Automatic,4.2,43252.0,118994.0,6963,Low,2
M3,South America,white,Diesel,Automatic,4.2,125612.0,41567.0,4532,Low,0
X5,North America,grey,Petrol,Manual,2.0,28670.0,60392.0,461,Low,4
i3,North America,black,Diesel,Manual,1.6,110878.0,54645.0,6826,Low,11
X3,North America,blue,Diesel,Manual,3.9,174151.0,63450.0,1971,Low,1
X5,Middle East,blue,Petrol,Manual,4.5,58275.0,101773.0,7433,High,3
3 Series,Middle East,white,Electric,Manual,4.1,82653.0,95853.0,1742,Low,1
M5,North America,grey,Hybrid,Manual,2.2,56079.0,33141.0,6897,Low,11
i3,Europe,grey,Diesel,Manual,3.5,2228.0,118692.0,6835,Low,12
M5,North America,silver,Electric,Manual,4.2,23929.0,,9710,High,9
X5,South America,grey,Diesel,Automatic,2.4,89566.0,81043.0,1713,Low,14
X3,Middle East,grey,Diesel,Manual,,182946.0,71415.0,3105,Low,9
X3,Asia,black,Hybrid,Manual,2.6,123300.0,67047.0,7332,High,13
X5,Asia,blue,Hybrid,Manual,2.3,24525.0,99074.0,1674,Low,6
M3,Africa,grey,Hybrid,Manual,4.9,105720.0,92356.0,1473,Low,13
X1,South America,black,Petrol,Automatic,4.7,50237.0,36231.0,1403,Low,8
7 Series,South America,black,Petrol,Manual,3.1,82086.0,106405.0,3250,Low,3
5 Series,Middle East,blue,Diesel,Automatic,2.0,128509.0,77753.0,7436,High,14
5 Series,Asia,white,Electric,Automatic,4.0,111543.0,31849.0,578,Low,3
7 Series,Africa,grey,Electric,Automatic,2.4,39128.0,85321.0,2903,Low,8
5 Series,Middle East,black,Petrol,Manual,2.1,48576.0,57619.0,5261,Low,10
M5,Middle East,white,Petrol,Automatic,2.8,62910.0,97236.0,458,Low,7
X3,Africa,white,Petrol,Automatic,3.4,154268.0,110013.0,7592,High,11
5 Series,Europe,black,Hybrid,Manual,1.8,,112671.0,9415,High,0
X5,Middle East,black,Diesel,Automatic,3.5,134911.0,63381.0,6567,Low,3
X3,Middle East,red,Petrol,Automatic,1.6,80988.0,98312.0,417,Low,0
X3,Africa,red,Petrol,Automatic,4.6,195017.0,57538.0,5563,Low,5
X1,Middle East,red,Petrol,Manual,4.7,152583.0,50812.0,9283,High,8
i8,Europe,black,Hybrid,Automatic,4.1,58727.0,106463.0,4029,Low,9
M3,Europe,silver,Electric,Automatic,3.1,10589.0,38103.0,1592,Low,10
7 Series,Africa,grey,Electric,Automatic,2.4,69021.0,101214.0,255,Low,11
i3,Europe,grey,Electric,Manual,,8616.0,59240.0,1403,Low,0
M3,Asia,silver,Diesel,Manual,4.8,128709.0,58066.0,4021,Low,8
X6,Africa,grey,Hybrid,Automatic,2.1,51854.0,65577.0,4906,Low,3
X1,Asia,black,Petrol,Manual,3.1,163543.0,44402.0,1165,Low,10
3 Series,Europe,silver,Petrol,Automatic,2.6,171340.0,79603.0,8530,High,10
X1,Europe,blue,Hybrid,Manual,2.7,158344.0,105734.0,5487,Low,0
7 Series,Africa,black,Electric,Automatic,2.9,59377.0,53619.0,3297,Low,14
5 Series,North America,white,Petrol,Manual,4.8,112147.0,61704.0,9048,High,13
i8,North America,grey,Diesel,Automatic,2.4,191907.0,48289.0,6126,Low,10
X5,North America,red,Electric,Automatic,3.2,175731.0,69063.0,1561,Low,2
7 Series,Asia,red,Diesel,Automatic,4.8,165808.0,90554.0,3328,Low,12
5 Series,Asia,silver,Diesel,Manual,3.2,20492.0,68819.0,5817,Low,1
X5,Africa,red,Petrol,Manual,4.5,76506.0,52771.0,2406,Low,2
X5,Asia,white,Electric,Manual,1.7,19985.0,105672.0,1915,Low,13
M3,Asia,black,Petrol,Manual,4.8,188344.0,54307.0,9536,High,1
X1,Africa,blue,Electric,Automatic,2.2,33799.0,40661.0,201,Low,1
i8,Europe,silver,Diesel,Automatic,4.9,145833.0,78604.0,1470,Low,11
i3,Asia,silver,Hybrid,Automatic,2.1,40711.0,116882.0,4130,Low,11
i3,Middle East,grey,Hybrid,Manual,3.1,1083.0,83293.0,6605,Low,11
M3,Asia,blue,Diesel,Manual,2.6,186994.0,69258.0,8587,High,11
7 Series,Asia,black,Diesel,Automatic,3.0,41515.0,110512.0,8419,High,12
X1,Europe,black,Electric,Manual,2.4,82023.0,103371.0,4256,Low,2
i8,Africa,white,Electric,Automatic,4.9,194522.0,73412.0,1221,Low,3
X3,South America,silver,Electric,Automatic,2.6,181682.0,40405.0,6322,Low,8
X3,South America,white,Hybrid,Automatic,3.8,165075.0,46924.0,5429,Low,6
M5,Africa,red,Hybrid,Manual,2.0,,115267.0,7099,High,3
i8,Europe,blue,Hybrid,Manual,4.4,175613.0,35446.0,9586,High,10
X6,Asia,black,Electric,Manual,3.4,136327.0,114896.0,3918,Low,11
3 Series,Middle East,red,Diesel,Manual,4.9,47575.0,38908.0,8890,High,4
X5,North America,grey,Hybrid,Manual,3.0,66983.0,90560.0,7600,High,13
5 Series,Middle East,grey,Petrol,Automatic,2.2,11260.0,115960.0,4199,Low,13
M3,Middle East,white,Electric,Automatic,2.7,116462.0,39606.0,582,Low,10
M3,Asia,blue,Petrol,Automatic,4.1,194976.0,63640.0,9566,High,8
X1,Middle East,grey,Diesel,Manual,3.8,146509.0,31596.0,4448,Low,5
X3,South America,blue,Diesel,Automatic,4.2,10644.0,,4028,Low,5
i8,Asia,blue,Hybrid,Automatic,1.8,28520.0,102132.0,6900,Low,6
X3,Africa,black,Hybrid,Manual,3.5,132972.0,72803.0,2689,Low,2
X5,South America,blue,Electric,Automatic,4.8,37630.0,32353.0,5001,Low,8
X1,North America,grey,Diesel,Automatic,1.9,141120.0,52925.0,6335,Low,10
i3,South America,silver,Electric,Automatic,1.8,150840.0,100522.0,3835,Low,5
X5,Asia,red,Hybrid,Manual,4.0,35141.0,44507.0,9190,High,5
M5,Europe,red,Petrol,Manual,2.6,184461.0,84426.0,1003,Low,5
X5,Asia,black,Hybrid,Manual,3.8,73947.0,62127.0,1679,Low,9
5 Series,Africa,blue,Hybrid,Manual,3.4,56856.0,60453.0,9876,High,4
X6,Europe,silver,Petrol,Manual,,127615.0,82400.0,5101,Low,3
X1,North America,blue,Hybrid,Manual,4.6,67494.0,84581.0,4134,Low,12
7 Series,Asia,blue,Petrol,Automatic,3.9,115990.0,85369.0,4175,Low,10
7 Series,Asia,grey,Hybrid,Manual,2.4,182954.0,38517.0,5556,Low,7
M5,Europe,silver,Electric,Manual,2.4,74598.0,78494.0,3767,Low,14
3 Series,Europe,blue,Electric,Automatic,4.6,165008.0,118112.0,9270,High,3
X3,Asia,white,Electric,Manual,3.5,144542.0,69191.0,3409,Low,14
X5,North America,white,Diesel,Manual,4.3,110643.0,95266.0,7456,High,8
i8,Middle East,white,Electric,Automatic,3.1,,85748.0,1595,Low,1
X1,North America,black,Electric,Manual,1.9,76934.0,58459.0,3104,Low,10
M5,South America,red,Diesel,Manual,2.7,133137.0,71778.0,6541,Low,1
7 Series,Asia,black,Hybrid,Automatic,2.1,165071.0,53347.0,9169,High,10
5 Series,Asia,black,Diesel,Manual,4.2,125061.0,94968.0,4536,Low,14
i3,Africa,red,Electric,Manual,4.0,78785.0,35190.0,4809,Low,6
X3,Middle East,black,Electric,Automatic,1.8,198035.0,31401.0,833,Low,14
X3,Africa,red,Diesel,Manual,3.7,184956.0,89399.0,8572,High,10
i8,Europe,silver,Hybrid,Automatic,4.6,136046.0,73307.0,9928,High,5
X5,North America,silver,Hybrid,Automatic,3.9,154501.0,100897.0,7792,High,6
M3,Europe,white,Diesel,Manual,3.3,86759.0,67755.0,5190,Low,1
M3,Africa,white,Electric,Automatic,2.6,114844.0,116856.0,9019,High,0
X1,South America,white,Petrol,Automatic,4.6,88072.0,69338.0,3288,Low,11
X3,North America,blue,Petrol,Manual,3.0,52365.0,67544.0,5718,Low,2
M5,Africa,blue,Petrol,Manual,4.5,105388.0,31252.0,1902,Low,7
M5,Middle East,blue,Hybrid,Automatic,4.2,112301.0,73318.0,6736,Low,9
X6,Asia,grey,Hybrid,Manual,4.4,112975.0,71161.0,932,Low,4
i8,Africa,blue,Petrol,Manual,5.0,169839.0,110263.0,690,Low,0
5 Series,Asia,grey,Petrol,Manual,4.1,70514.0,45806.0,8375,High,12
M3,Middle East,white,Hybrid,Automatic,1.6,121132.0,64870.0,3889,Low,11
i8,South America,black,Hybrid,Automatic,2.2,181439.0,111633.0,2146,Low,13
X1,Middle East,red,Diesel,Automatic,1.6,151851.0,100835.0,6764,Low,14
i3,Africa,red,Hybrid,Manual,2.2,69128.0,42870.0,1055,Low,2
i3,North America,red,Hybrid,Automatic,1.7,109379.0,62673.0,9489,High,1
X6,South America,red,Diesel,Manual,3.3,68071.0,99098.0,3136,Low,7
3 Series,Europe,white,Hybrid,Manual,1.6,132747.0,78221.0,8313,High,14
i8,Middle East,grey,Hybrid,Manual,3.2,145621.0,96201.0,9731,High,1
i3,North America,black,Hybrid,Automatic,4.6,76672.0,69913.0,9100,High,2
7 Series,South America,blue,Petrol,Manual,4.1,112555.0,107114.0,6925,Low,4
i3,North America,white,Diesel,Automatic,4.8,162471.0,64287.0,9496,High,14
X6,Africa,blue,Petrol,Manual,2.3,103803.0,,7474,High,11
M5,Asia,red,Hybrid,Manual,3.4,129411.0,71502.0,6526,Low,5
i8,North America,silver,Hybrid,Manual,2.6,63785.0,112199.0,2632,Low,3
i8,Africa,black,Diesel,Manual,3.2,99027.0,86144.0,2158,Low,5
7 Series,Asia,grey,Hybrid,Automatic,3.4,10606.0,102147.0,6125,Low,0
X3,Europe,silver,Diesel,Automatic,1.6,164745.0,50714.0,7991,High,9
X3,Asia,grey,Electric,Manual,2.3,11847.0,31924.0,5654,Low,6
3 Series,Asia,black,Hybrid,Manual,4.0,107917.0,72727.0,7725,High,14
3 Series,Asia,black,Electric,Manual,4.2,127804.0,33152.0,8310,High,8
i8,Europe,red,Diesel,Automatic,3.5,60698.0,118367.0,2199,Low,5
3 Series,Middle East,blue,Petrol,Manual,2.4,133196.0,43746.0,9888,High,4
M3,Europe,silver,Hybrid,Automatic,2.9,13644.0,78544.0,9122,High,10
3 Series,Middle East,white,Petrol,Automatic,1.8,136732.0,117013.0,7481,High,3
X1,Europe,red,Hybrid,Automatic,4.8,184535.0,115133.0,9506,High,0
i8,North America,silver,Electric,Manual,4.5,118212.0,58824.0,4903,Low,7
i8,Africa,red,Petrol,Automatic,1.7,155099.0,45103.0,1561,Low,1
7 Series,Middle East,white,Petrol,Manual,2.1,51265.0,90371.0,9789,High,8
i3,North America,red,Diesel,Automatic,3.5,183764.0,67065.0,345,Low,11
X6,North America,grey,Hybrid,Automatic,2.3,92773.0,53215.0,3425,Low,11
5 Series,Asia,white,Petrol,Manual,4.8,101338.0,32064.0,4933,Low,9
i3,Africa,blue,Diesel,Automatic,4.1,192199.0,106891.0,6677,Low,9
M5,Europe,white,Diesel,Automatic,2.5,193099.0,,4430,Low,6
X6,Middle East,red,Hybrid,Automatic,1.5,127433.0,36737.0,5091,Low,3
X1,South America,red,Diesel,Manual,4.3,177841.0,45951.0,3228,Low,10
i8,Europe,grey,Hybrid,Automatic,3.0,140998.0,38927.0,1924,Low,7
X5,Europe,white,Hybrid,Manual,3.7,122280.0,56848.0,8415,High,10
M5,Africa,black,Diesel,Automatic,2.5,56969.0,83830.0,714,Low,13
i8,Europe,black,Diesel,Manual,,20249.0,,1188,Low,0
X6,Middle East,grey,Hybrid,Manual,3.9,19059.0,80041.0,2443,Low,9
i3,Middle East,silver,Hybrid,Automatic,3.1,98757.0,70983.0,2146,Low,6
i8,Africa,black,Hybrid,Automatic,2.3,176981.0,50180.0,9677,High,2
3 Series,Europe,grey,Electric,Automatic,2.0,,30717.0,2790,Low,12
X1,Africa,white,Petrol,Manual,3.5,195001.0,115634.0,8237,High,14
3 Series,Africa,blue,Diesel,Manual,4.0,157593.0,105754.0,2921,Low,14
X5,North America,white,Hybrid,Automatic,2.5,103180.0,64400.0,7207,High,2
X3,North America,black,Diesel,Manual,4.1,86097.0,104371.0,2528,Low,12
M5,Africa,white,Diesel,Automatic,2.1,189124.0,114547.0,9205,High,5
M5,Africa,silver,Diesel,Manual,2.7,82974.0,72386.0,7125,High,10
X3,Europe,blue,Electric,Manual,4.1,96016.0,40789.0,9012,High,12
5 Series,South America,white,Diesel,Manual,3.8,115086.0,71435.0,4623,Low,6
3 Series,Asia,blue,Electric,Manual,,85985.0,99053.0,8002,High,7
5 Series,Europe,blue,Diesel,Automatic,,192021.0,65545.0,5246,Low,12
5 Series,Europe,red,Electric,Automatic,1.6,34807.0,61470.0,432,Low,6
X6,Asia,black,Hybrid,Automatic,4.4,196879.0,61340.0,2011,Low,0
3 Series,North America,silver,Hybrid,Automatic,1.8,87931.0,73631.0,2665,Low,2
5 Series,Middle East,white,Petrol,Automatic,1.9,81056.0,88324.0,4314,Low,9
X5,North America,black,Diesel,Manual,2.3,39208.0,84717.0,6280,Low,2
i3,Europe,black,Electric,Automatic,3.1,166752.0,118801.0,6790,Low,8
X6,South America,blue,Electric,Automatic,4.3,184667.0,91372.0,5777,Low,11
X6,Asia,black,Electric,Automatic,2.4,22730.0,56409.0,4841,Low,11
X6,North America,grey,Diesel,Manual,3.4,64446.0,114160.0,8014,High,3
X3,North America,silver,Petrol,Automatic,1.8,188228.0,45811.0,4406,Low,2
7 Series,Europe,red,Electric,Manual,3.1,199593.0,63240.0,4121,Low,13
M5,Europe,silver,Electric,Automatic,2.1,122758.0,46497.0,2041,Low,10
X3,Europe,grey,Hybrid,Automatic,2.2,56434.0,51159.0,2895,Low,7
3 Series,South America,blue,Petrol,Automatic,2.8,168471.0,43937.0,5873,Low,8
X6,Middle East,blue,Petrol,Automatic,4.2,152107.0,70369.0,5993,Low,8
X5,North America,silver,Petrol,Automatic,4.1,38641.0,49586.0,8037,High,9
3 Series,Asia,silver,Hybrid,Manual,3.0,88715.0,88415.0,1595,Low,12
X1,Europe,red,Petrol,Automatic,1.9,87222.0,,2836,Low,10
5 Series,South America,silver,Hybrid,Automatic,2.5,178008.0,67214.0,6466,Low,2
5 Series,Middle East,blue,Electric,Manual,3.3,78800.0,50566.0,2005,Low,14
7 Series,Middle East,red,Electric,Automatic,4.5,75834.0,116857.0,5262,Low,8
X5,Middle East,grey,Petrol,Automatic,4.9,17164.0,95366.0,3838,Low,6
M3,South America,grey,Electric,Automatic,3.7,144516.0,70137.0,9636,High,14
M5,Africa,white,Electric,Automatic,2.7,167422.0,119503.0,4474,Low,2
X3,South America,blue,Electric,Automatic,3.9,93562.0,59089.0,7484,High,13
X6,South America,black,Electric,Automatic,2.7,186491.0,46165.0,3624,Low,12
